GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0021200741,335,2544,LeBron James,1610612748,Miami Heat,3,2,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,111,231,1,0,20130208,MIA,LAC
Shot Chart Detail,0021200741,349,2544,LeBron James,1610612748,Miami Heat,3,0,34,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,231,11,1,1,20130208,MIA,LAC
Shot Chart Detail,0021200753,57,2544,LeBron James,1610612748,Miami Heat,1,5,5,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,56,183,1,1,20130210,MIA,LAL
Shot Chart Detail,0021200753,67,2544,LeBron James,1610612748,Miami Heat,1,4,21,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,1,1,1,20130210,MIA,LAL
Shot Chart Detail,0021200753,92,2544,LeBron James,1610612748,Miami Heat,1,0,57,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,8,0,80,1,1,20130210,MIA,LAL
Shot Chart Detail,0021200753,188,2544,LeBron James,1610612748,Miami Heat,2,4,7,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,7,1,1,20130210,MIA,LAL
Shot Chart Detail,0021200753,250,2544,LeBron James,1610612748,Miami Heat,3,9,29,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,12,1,1,20130210,MIA,LAL
Shot Chart Detail,0021200753,264,2544,LeBron James,1610612748,Miami Heat,3,8,57,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,108,149,1,0,20130210,MIA,LAL
Shot Chart Detail,0021200753,306,2544,LeBron James,1610612748,Miami Heat,3,4,20,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-59,140,1,1,20130210,MIA,LAL
Shot Chart Detail,0021200753,320,2544,LeBron James,1610612748,Miami Heat,3,3,13,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-116,162,1,0,20130210,MIA,LAL
Shot Chart Detail,0021200753,323,2544,LeBron James,1610612748,Miami Heat,3,2,43,Made Shot,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,48,23,1,1,20130210,MIA,LAL
Shot Chart Detail,0021200753,341,2544,LeBron James,1610612748,Miami Heat,3,1,7,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,34,17,1,0,20130210,MIA,LAL
Shot Chart Detail,0021200753,343,2544,LeBron James,1610612748,Miami Heat,3,0,44,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,6,1,1,20130210,MIA,LAL
Shot Chart Detail,0021200753,355,2544,LeBron James,1610612748,Miami Heat,3,0,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-207,138,1,1,20130210,MIA,LAL
Shot Chart Detail,0021200753,364,2544,LeBron James,1610612748,Miami Heat,4,10,21,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-127,154,1,0,20130210,MIA,LAL
Shot Chart Detail,0021200753,403,2544,LeBron James,1610612748,Miami Heat,4,6,35,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,14,1,0,20130210,MIA,LAL
Shot Chart Detail,0021200753,407,2544,LeBron James,1610612748,Miami Heat,4,6,19,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,0,20130210,MIA,LAL
Shot Chart Detail,0021200753,410,2544,LeBron James,1610612748,Miami Heat,4,5,58,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,7,1,1,20130210,MIA,LAL
Shot Chart Detail,0021200753,445,2544,LeBron James,1610612748,Miami Heat,4,3,25,Made Shot,Driving Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,9,1,1,20130210,MIA,LAL
Shot Chart Detail,0021200753,458,2544,LeBron James,1610612748,Miami Heat,4,1,30,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,149,131,1,1,20130210,MIA,LAL
Shot Chart Detail,0021200770,8,2544,LeBron James,1610612748,Miami Heat,1,10,35,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,1,1,1,20130212,MIA,POR
Shot Chart Detail,0021200770,37,2544,LeBron James,1610612748,Miami Heat,1,6,41,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,12,1,1,20130212,MIA,POR
Shot Chart Detail,0021200770,98,2544,LeBron James,1610612748,Miami Heat,1,0,50,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-133,97,1,0,20130212,MIA,POR
Shot Chart Detail,0021200770,175,2544,LeBron James,1610612748,Miami Heat,2,6,13,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,12,1,1,20130212,MIA,POR
Shot Chart Detail,0021200770,213,2544,LeBron James,1610612748,Miami Heat,2,2,46,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,1,89,1,1,20130212,MIA,POR
Shot Chart Detail,0021200770,227,2544,LeBron James,1610612748,Miami Heat,2,1,33,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,6,1,1,20130212,MIA,POR
Shot Chart Detail,0021200770,235,2544,LeBron James,1610612748,Miami Heat,2,0,56,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,11,1,1,20130212,MIA,POR
Shot Chart Detail,0021200770,238,2544,LeBron James,1610612748,Miami Heat,2,0,24,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,26,97,1,0,20130212,MIA,POR
Shot Chart Detail,0021200770,270,2544,LeBron James,1610612748,Miami Heat,3,9,28,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,91,146,1,1,20130212,MIA,POR
Shot Chart Detail,0021200770,272,2544,LeBron James,1610612748,Miami Heat,3,8,58,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,226,17,1,1,20130212,MIA,POR
Shot Chart Detail,0021200770,305,2544,LeBron James,1610612748,Miami Heat,3,4,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-207,135,1,0,20130212,MIA,POR
Shot Chart Detail,0021200770,336,2544,LeBron James,1610612748,Miami Heat,3,0,53,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,9,1,1,20130212,MIA,POR
Shot Chart Detail,0021200770,338,2544,LeBron James,1610612748,Miami Heat,3,0,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-153,197,1,0,20130212,MIA,POR
Shot Chart Detail,0021200770,434,2544,LeBron James,1610612748,Miami Heat,4,4,56,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,6,1,1,20130212,MIA,POR
Shot Chart Detail,0021200770,459,2544,LeBron James,1610612748,Miami Heat,4,2,38,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,6,1,1,20130212,MIA,POR
Shot Chart Detail,0021200787,56,2544,LeBron James,1610612748,Miami Heat,1,6,16,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,-2,1,1,20130214,OKC,MIA
Shot Chart Detail,0021200787,63,2544,LeBron James,1610612748,Miami Heat,1,5,43,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-158,189,1,1,20130214,OKC,MIA
Shot Chart Detail,0021200787,100,2544,LeBron James,1610612748,Miami Heat,1,2,49,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-131,23,1,0,20130214,OKC,MIA
Shot Chart Detail,0021200787,113,2544,LeBron James,1610612748,Miami Heat,1,1,50,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,92,91,1,0,20130214,OKC,MIA
Shot Chart Detail,0021200787,140,2544,LeBron James,1610612748,Miami Heat,1,0,12,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,23,54,224,1,1,20130214,OKC,MIA
Shot Chart Detail,0021200787,254,2544,LeBron James,1610612748,Miami Heat,2,3,36,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-152,208,1,0,20130214,OKC,MIA
Shot Chart Detail,0021200787,259,2544,LeBron James,1610612748,Miami Heat,2,3,13,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,-3,1,0,20130214,OKC,MIA
Shot Chart Detail,0021200787,275,2544,LeBron James,1610612748,Miami Heat,2,2,10,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-174,186,1,1,20130214,OKC,MIA
Shot Chart Detail,0021200787,280,2544,LeBron James,1610612748,Miami Heat,2,1,39,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,22,-199,96,1,1,20130214,OKC,MIA
Shot Chart Detail,0021200787,282,2544,LeBron James,1610612748,Miami Heat,2,1,6,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-120,160,1,1,20130214,OKC,MIA
Shot Chart Detail,0021200787,287,2544,LeBron James,1610612748,Miami Heat,2,0,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-171,172,1,1,20130214,OKC,MIA
Shot Chart Detail,0021200787,326,2544,LeBron James,1610612748,Miami Heat,3,9,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,163,235,1,0,20130214,OKC,MIA
Shot Chart Detail,0021200787,345,2544,LeBron James,1610612748,Miami Heat,3,7,0,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,23,-120,197,1,1,20130214,OKC,MIA
Shot Chart Detail,0021200787,361,2544,LeBron James,1610612748,Miami Heat,3,5,7,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,0,1,1,20130214,OKC,MIA
Shot Chart Detail,0021200787,373,2544,LeBron James,1610612748,Miami Heat,3,3,51,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-138,126,1,0,20130214,OKC,MIA
Shot Chart Detail,0021200787,376,2544,LeBron James,1610612748,Miami Heat,3,3,41,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,-3,1,1,20130214,OKC,MIA
Shot Chart Detail,0021200787,391,2544,LeBron James,1610612748,Miami Heat,3,2,15,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-164,17,1,0,20130214,OKC,MIA
Shot Chart Detail,0021200787,467,2544,LeBron James,1610612748,Miami Heat,4,7,37,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-59,242,1,1,20130214,OKC,MIA
Shot Chart Detail,0021200787,476,2544,LeBron James,1610612748,Miami Heat,4,6,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,113,227,1,0,20130214,OKC,MIA
Shot Chart Detail,0021200787,496,2544,LeBron James,1610612748,Miami Heat,4,4,6,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,4,1,1,20130214,OKC,MIA
Shot Chart Detail,0021200787,526,2544,LeBron James,1610612748,Miami Heat,4,2,21,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-24,116,1,0,20130214,OKC,MIA
Shot Chart Detail,0021200787,528,2544,LeBron James,1610612748,Miami Heat,4,1,56,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-128,63,1,1,20130214,OKC,MIA
Shot Chart Detail,0021200787,535,2544,LeBron James,1610612748,Miami Heat,4,1,28,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20130214,OKC,MIA
Shot Chart Detail,0021200787,539,2544,LeBron James,1610612748,Miami Heat,4,1,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,81,272,1,0,20130214,OKC,MIA
Shot Chart Detail,0021200802,47,2544,LeBron James,1610612748,Miami Heat,1,7,45,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,3,1,0,20130220,ATL,MIA
Shot Chart Detail,0021200802,53,2544,LeBron James,1610612748,Miami Heat,1,7,33,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20130220,ATL,MIA
Shot Chart Detail,0021200802,100,2544,LeBron James,1610612748,Miami Heat,1,3,2,Missed Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-52,22,1,0,20130220,ATL,MIA
Shot Chart Detail,0021200802,119,2544,LeBron James,1610612748,Miami Heat,1,1,36,Made Shot,Driving Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,28,19,1,1,20130220,ATL,MIA
Shot Chart Detail,0021200802,190,2544,LeBron James,1610612748,Miami Heat,2,6,27,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,1,1,1,20130220,ATL,MIA
Shot Chart Detail,0021200802,201,2544,LeBron James,1610612748,Miami Heat,2,4,57,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-185,4,1,0,20130220,ATL,MIA
Shot Chart Detail,0021200802,212,2544,LeBron James,1610612748,Miami Heat,2,3,49,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,230,131,1,1,20130220,ATL,MIA
Shot Chart Detail,0021200802,222,2544,LeBron James,1610612748,Miami Heat,2,2,35,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,21,32,211,1,1,20130220,ATL,MIA
Shot Chart Detail,0021200802,238,2544,LeBron James,1610612748,Miami Heat,2,0,44,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,12,244,1,0,20130220,ATL,MIA
Shot Chart Detail,0021200802,250,2544,LeBron James,1610612748,Miami Heat,2,0,0,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,23,-32,230,1,1,20130220,ATL,MIA
Shot Chart Detail,0021200802,285,2544,LeBron James,1610612748,Miami Heat,3,9,23,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-87,112,1,1,20130220,ATL,MIA
Shot Chart Detail,0021200802,316,2544,LeBron James,1610612748,Miami Heat,3,5,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,77,241,1,0,20130220,ATL,MIA
Shot Chart Detail,0021200802,327,2544,LeBron James,1610612748,Miami Heat,3,4,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-15,254,1,0,20130220,ATL,MIA
Shot Chart Detail,0021200802,378,2544,LeBron James,1610612748,Miami Heat,3,0,1,Missed Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-24,101,1,0,20130220,ATL,MIA
Shot Chart Detail,0021200802,455,2544,LeBron James,1610612748,Miami Heat,4,3,45,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,9,1,1,20130220,ATL,MIA
Shot Chart Detail,0021200809,17,2544,LeBron James,1610612748,Miami Heat,1,9,37,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,15,1,1,20130221,CHI,MIA
Shot Chart Detail,0021200809,25,2544,LeBron James,1610612748,Miami Heat,1,8,2,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,9,1,1,20130221,CHI,MIA
Shot Chart Detail,0021200809,33,2544,LeBron James,1610612748,Miami Heat,1,7,38,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-18,42,1,1,20130221,CHI,MIA
Shot Chart Detail,0021200809,89,2544,LeBron James,1610612748,Miami Heat,1,2,55,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-142,197,1,1,20130221,CHI,MIA
Shot Chart Detail,0021200809,181,2544,LeBron James,1610612748,Miami Heat,2,4,37,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,7,1,1,20130221,CHI,MIA
Shot Chart Detail,0021200809,233,2544,LeBron James,1610612748,Miami Heat,3,11,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-123,235,1,0,20130221,CHI,MIA
Shot Chart Detail,0021200809,238,2544,LeBron James,1610612748,Miami Heat,3,10,40,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,3,1,1,20130221,CHI,MIA
Shot Chart Detail,0021200809,255,2544,LeBron James,1610612748,Miami Heat,3,8,8,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-29,11,1,0,20130221,CHI,MIA
Shot Chart Detail,0021200809,293,2544,LeBron James,1610612748,Miami Heat,3,3,55,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-105,181,1,1,20130221,CHI,MIA
Shot Chart Detail,0021200809,297,2544,LeBron James,1610612748,Miami Heat,3,3,21,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,21,-27,214,1,1,20130221,CHI,MIA
Shot Chart Detail,0021200809,315,2544,LeBron James,1610612748,Miami Heat,3,2,4,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,-10,220,1,1,20130221,CHI,MIA
Shot Chart Detail,0021200809,332,2544,LeBron James,1610612748,Miami Heat,3,0,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,160,194,1,0,20130221,CHI,MIA
Shot Chart Detail,0021200809,344,2544,LeBron James,1610612748,Miami Heat,3,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-100,233,1,0,20130221,CHI,MIA
Shot Chart Detail,0021200809,398,2544,LeBron James,1610612748,Miami Heat,4,6,35,Made Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,170,28,1,1,20130221,CHI,MIA
Shot Chart Detail,0021200809,425,2544,LeBron James,1610612748,Miami Heat,4,3,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,100,192,1,1,20130221,CHI,MIA
Shot Chart Detail,0021200826,28,2544,LeBron James,1610612748,Miami Heat,1,8,6,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-21,261,1,0,20130223,PHI,MIA
Shot Chart Detail,0021200826,31,2544,LeBron James,1610612748,Miami Heat,1,7,34,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,6,1,1,20130223,PHI,MIA
Shot Chart Detail,0021200826,82,2544,LeBron James,1610612748,Miami Heat,1,0,44,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-43,-8,1,0,20130223,PHI,MIA
Shot Chart Detail,0021200826,94,2544,LeBron James,1610612748,Miami Heat,1,0,3,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,17,-13,1,1,20130223,PHI,MIA
Shot Chart Detail,0021200826,202,2544,LeBron James,1610612748,Miami Heat,3,10,45,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,230,97,1,1,20130223,PHI,MIA
Shot Chart Detail,0021200826,214,2544,LeBron James,1610612748,Miami Heat,3,8,51,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,14,-78,127,1,0,20130223,PHI,MIA
Shot Chart Detail,0021200826,236,2544,LeBron James,1610612748,Miami Heat,3,6,8,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,185,-21,1,1,20130223,PHI,MIA
Shot Chart Detail,0021200826,254,2544,LeBron James,1610612748,Miami Heat,3,3,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-119,219,1,0,20130223,PHI,MIA
Shot Chart Detail,0021200826,277,2544,LeBron James,1610612748,Miami Heat,3,2,0,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,-6,1,1,20130223,PHI,MIA
Shot Chart Detail,0021200826,279,2544,LeBron James,1610612748,Miami Heat,3,1,41,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,1,1,1,20130223,PHI,MIA
Shot Chart Detail,0021200826,281,2544,LeBron James,1610612748,Miami Heat,3,1,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-84,236,1,0,20130223,PHI,MIA
Shot Chart Detail,0021200826,309,2544,LeBron James,1610612748,Miami Heat,4,10,58,Made Shot,Running Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,70,1,1,1,20130223,PHI,MIA
Shot Chart Detail,0021200833,2,2544,LeBron James,1610612748,Miami Heat,1,11,39,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,-3,1,1,20130224,MIA,CLE
Shot Chart Detail,0021200833,55,2544,LeBron James,1610612748,Miami Heat,1,5,38,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,1,1,1,20130224,MIA,CLE
Shot Chart Detail,0021200833,78,2544,LeBron James,1610612748,Miami Heat,1,3,5,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,4,1,1,20130224,MIA,CLE
Shot Chart Detail,0021200833,90,2544,LeBron James,1610612748,Miami Heat,1,1,9,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,28,19,1,0,20130224,MIA,CLE
Shot Chart Detail,0021200833,202,2544,LeBron James,1610612748,Miami Heat,2,5,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-112,134,1,0,20130224,MIA,CLE
Shot Chart Detail,0021200833,206,2544,LeBron James,1610612748,Miami Heat,2,4,30,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,11,1,0,20130224,MIA,CLE
Shot Chart Detail,0021200833,219,2544,LeBron James,1610612748,Miami Heat,2,3,37,Made Shot,Running Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-114,126,1,1,20130224,MIA,CLE
Shot Chart Detail,0021200833,240,2544,LeBron James,1610612748,Miami Heat,2,1,47,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,12,1,1,20130224,MIA,CLE
Shot Chart Detail,0021200833,248,2544,LeBron James,1610612748,Miami Heat,2,1,7,Made Shot,Running Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-29,23,1,1,20130224,MIA,CLE
Shot Chart Detail,0021200833,254,2544,LeBron James,1610612748,Miami Heat,2,0,23,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,11,1,1,20130224,MIA,CLE
Shot Chart Detail,0021200833,272,2544,LeBron James,1610612748,Miami Heat,3,10,48,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-164,1,1,1,20130224,MIA,CLE
Shot Chart Detail,0021200833,274,2544,LeBron James,1610612748,Miami Heat,3,9,58,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,56,1,0,20130224,MIA,CLE
Shot Chart Detail,0021200833,338,2544,LeBron James,1610612748,Miami Heat,3,4,9,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,47,63,1,1,20130224,MIA,CLE
Shot Chart Detail,0021200833,342,2544,LeBron James,1610612748,Miami Heat,3,3,22,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-59,61,1,0,20130224,MIA,CLE
